Id,Calories,date,month,year,time,TotalIntensity,AverageIntensity,StepTotal
1503960366,87,13,4,2016,17:00:00,23,0.383333,695
1503960366,118,13,4,2016,18:00:00,25,0.416667,1343
1503960366,73,13,4,2016,19:00:00,13,0.216667,258
1503960366,47,13,4,2016,20:00:00,0,0.0,0
1503960366,48,13,4,2016,21:00:00,0,0.0,0
1503960366,74,13,4,2016,22:00:00,11,0.183333,437
1503960366,135,13,4,2016,23:00:00,56,0.933333,1766
1503960366,56,14,4,2016,00:00:00,4,0.066667,81
1503960366,54,14,4,2016,01:00:00,3,0.05,58
1503960366,47,14,4,2016,02:00:00,0,0.0,0
1503960366,47,14,4,2016,03:00:00,0,0.0,0
1503960366,47,14,4,2016,04:00:00,0,0.0,0
1503960366,47,14,4,2016,05:00:00,0,0.0,0
1503960366,47,14,4,2016,06:00:00,0,0.0,0
1503960366,47,14,4,2016,07:00:00,0,0.0,0
1503960366,47,14,4,2016,08:00:00,0,0.0,0
1503960366,93,14,4,2016,09:00:00,14,0.233333,902
1503960366,109,14,4,2016,10:00:00,23,0.383333,1106
1503960366,64,14,4,2016,11:00:00,7,0.116667,50
1503960366,85,14,4,2016,12:00:00,18,0.3,501
1503960366,137,14,4,2016,13:00:00,54,0.9,1779
1503960366,113,14,4,2016,14:00:00,22,0.366667,1228
1503960366,66,14,4,2016,15:00:00,7,0.116667,139
1503960366,88,14,4,2016,16:00:00,25,0.416667,408
1503960366,61,14,4,2016,17:00:00,5,0.083333,37
1503960366,72,14,4,2016,18:00:00,12,0.2,322
1503960366,55,14,4,2016,19:00:00,1,0.016667,11
1503960366,91,14,4,2016,20:00:00,24,0.4,806
1503960366,174,14,4,2016,21:00:00,57,0.95,2670
1503960366,79,14,4,2016,22:00:00,17,0.283333,362
1503960366,50,14,4,2016,23:00:00,0,0.0,0
1503960366,60,15,4,2016,00:00:00,6,0.1,83
1503960366,58,15,4,2016,01:00:00,5,0.083333,75
1503960366,59,15,4,2016,02:00:00,7,0.116667,124
1503960366,47,15,4,2016,03:00:00,0,0.0,0
1503960366,47,15,4,2016,04:00:00,0,0.0,0
1503960366,49,15,4,2016,05:00:00,1,0.016667,26
1503960366,47,15,4,2016,06:00:00,0,0.0,0
1503960366,49,15,4,2016,07:00:00,1,0.016667,7
1503960366,54,15,4,2016,08:00:00,5,0.083333,55
1503960366,50,15,4,2016,09:00:00,2,0.033333,21
1503960366,63,15,4,2016,10:00:00,8,0.133333,154
1503960366,84,15,4,2016,11:00:00,23,0.383333,425
1503960366,74,15,4,2016,12:00:00,13,0.216667,270
1503960366,67,15,4,2016,13:00:00,9,0.15,373
1503960366,47,15,4,2016,14:00:00,0,0.0,0
1503960366,47,15,4,2016,15:00:00,0,0.0,0
1503960366,47,15,4,2016,16:00:00,0,0.0,0
1503960366,140,15,4,2016,17:00:00,47,0.783333,1774
1503960366,87,15,4,2016,18:00:00,22,0.366667,509
1503960366,97,15,4,2016,19:00:00,32,0.533333,519
1503960366,64,15,4,2016,20:00:00,8,0.133333,77
1503960366,75,15,4,2016,21:00:00,14,0.233333,280
1503960366,151,15,4,2016,22:00:00,66,1.1,2145
1503960366,182,15,4,2016,23:00:00,95,1.583333,2768
1503960366,77,16,4,2016,00:00:00,15,0.25,459
1503960366,48,16,4,2016,01:00:00,0,0.0,0
1503960366,52,16,4,2016,02:00:00,3,0.05,63
1503960366,48,16,4,2016,03:00:00,1,0.016667,6
1503960366,49,16,4,2016,04:00:00,1,0.016667,6
1503960366,49,16,4,2016,05:00:00,1,0.016667,12
1503960366,48,16,4,2016,06:00:00,0,0.0,0
1503960366,54,16,4,2016,07:00:00,4,0.066667,101
1503960366,62,16,4,2016,08:00:00,9,0.15,175
1503960366,124,16,4,2016,09:00:00,38,0.633333,1181
1503960366,110,16,4,2016,10:00:00,14,0.233333,1295
1503960366,147,16,4,2016,11:00:00,30,0.5,2043
1503960366,119,16,4,2016,12:00:00,42,0.7,1513
1503960366,214,16,4,2016,13:00:00,90,1.5,3616
1503960366,82,16,4,2016,14:00:00,20,0.333333,580
1503960366,51,16,4,2016,15:00:00,0,0.0,0
1503960366,54,16,4,2016,16:00:00,2,0.033333,15
1503960366,79,16,4,2016,17:00:00,17,0.283333,380
1503960366,65,16,4,2016,18:00:00,10,0.166667,96
1503960366,67,16,4,2016,19:00:00,12,0.2,146
1503960366,81,16,4,2016,20:00:00,19,0.316667,385
1503960366,75,16,4,2016,21:00:00,13,0.216667,463
1503960366,55,16,4,2016,22:00:00,3,0.05,42
1503960366,56,16,4,2016,23:00:00,5,0.083333,92
1503960366,47,17,4,2016,00:00:00,0,0.0,0
1503960366,48,17,4,2016,01:00:00,0,0.0,0
1503960366,47,17,4,2016,02:00:00,0,0.0,0
1503960366,49,17,4,2016,03:00:00,1,0.016667,8
1503960366,48,17,4,2016,04:00:00,0,0.0,0
1503960366,48,17,4,2016,05:00:00,0,0.0,0
1503960366,48,17,4,2016,06:00:00,0,0.0,0
1503960366,48,17,4,2016,07:00:00,0,0.0,0
1503960366,48,17,4,2016,08:00:00,0,0.0,0
1503960366,48,17,4,2016,09:00:00,0,0.0,0
1503960366,47,17,4,2016,10:00:00,0,0.0,0
1503960366,63,17,4,2016,11:00:00,9,0.15,84
1503960366,76,17,4,2016,12:00:00,18,0.3,260
1503960366,83,17,4,2016,13:00:00,23,0.383333,402
1503960366,69,17,4,2016,14:00:00,10,0.166667,252
1503960366,73,17,4,2016,15:00:00,13,0.216667,191
1503960366,57,17,4,2016,16:00:00,2,0.033333,13
1503960366,174,17,4,2016,17:00:00,71,1.183333,2613
1503960366,136,17,4,2016,18:00:00,39,0.65,1616
1503960366,95,17,4,2016,19:00:00,24,0.4,754
1503960366,191,17,4,2016,20:00:00,87,1.45,2955
1503960366,79,17,4,2016,21:00:00,16,0.266667,487
1503960366,58,17,4,2016,22:00:00,5,0.083333,70
1503960366,50,17,4,2016,23:00:00,0,0.0,0
1503960366,82,18,4,2016,00:00:00,21,0.35,416
1503960366,48,18,4,2016,01:00:00,0,0.0,0
1503960366,47,18,4,2016,02:00:00,0,0.0,0
1503960366,47,18,4,2016,03:00:00,0,0.0,0
1503960366,47,18,4,2016,04:00:00,0,0.0,0
1503960366,47,18,4,2016,05:00:00,0,0.0,0
1503960366,47,18,4,2016,06:00:00,0,0.0,0
1503960366,47,18,4,2016,07:00:00,0,0.0,0
1503960366,47,18,4,2016,08:00:00,0,0.0,0
1503960366,133,18,4,2016,09:00:00,39,0.65,1688
1503960366,81,18,4,2016,10:00:00,17,0.283333,380
1503960366,73,18,4,2016,11:00:00,15,0.25,328
1503960366,118,18,4,2016,12:00:00,40,0.666667,1306
1503960366,70,18,4,2016,13:00:00,9,0.15,268
1503960366,64,18,4,2016,14:00:00,7,0.116667,137
1503960366,80,18,4,2016,15:00:00,14,0.233333,495
1503960366,78,18,4,2016,16:00:00,17,0.283333,277
1503960366,79,18,4,2016,17:00:00,18,0.3,304
1503960366,234,18,4,2016,18:00:00,114,1.9,4074
1503960366,157,18,4,2016,19:00:00,30,0.5,2101
1503960366,57,18,4,2016,20:00:00,2,0.033333,28
1503960366,68,18,4,2016,21:00:00,11,0.183333,187
1503960366,86,18,4,2016,22:00:00,19,0.316667,542
1503960366,83,18,4,2016,23:00:00,18,0.3,488
1503960366,47,19,4,2016,00:00:00,0,0.0,0
1503960366,49,19,4,2016,01:00:00,1,0.016667,22
1503960366,47,19,4,2016,02:00:00,0,0.0,0
1503960366,50,19,4,2016,03:00:00,2,0.033333,9
1503960366,47,19,4,2016,04:00:00,0,0.0,0
1503960366,47,19,4,2016,05:00:00,0,0.0,0
1503960366,49,19,4,2016,06:00:00,1,0.016667,7
1503960366,75,19,4,2016,07:00:00,19,0.316667,316
1503960366,130,19,4,2016,08:00:00,38,0.633333,1656
1503960366,79,19,4,2016,09:00:00,16,0.266667,367
1503960366,75,19,4,2016,10:00:00,16,0.266667,203
1503960366,72,19,4,2016,11:00:00,13,0.216667,194
1503960366,143,19,4,2016,12:00:00,61,1.016667,1887
1503960366,171,19,4,2016,13:00:00,65,1.083333,2697
1503960366,76,19,4,2016,14:00:00,12,0.2,409
1503960366,72,19,4,2016,15:00:00,12,0.2,299
1503960366,71,19,4,2016,16:00:00,9,0.15,297
1503960366,90,19,4,2016,17:00:00,13,0.216667,732
1503960366,120,19,4,2016,18:00:00,30,0.5,1280
1503960366,93,19,4,2016,19:00:00,31,0.516667,397
1503960366,159,19,4,2016,20:00:00,69,1.15,2487
1503960366,94,19,4,2016,21:00:00,16,0.266667,826
1503960366,58,19,4,2016,22:00:00,4,0.066667,52
1503960366,120,19,4,2016,23:00:00,48,0.8,1369
1503960366,54,20,4,2016,00:00:00,2,0.033333,16
1503960366,53,20,4,2016,01:00:00,2,0.033333,36
1503960366,47,20,4,2016,02:00:00,0,0.0,0
1503960366,48,20,4,2016,03:00:00,0,0.0,0
1503960366,48,20,4,2016,04:00:00,0,0.0,0
1503960366,47,20,4,2016,05:00:00,0,0.0,0
1503960366,48,20,4,2016,06:00:00,0,0.0,0
1503960366,51,20,4,2016,07:00:00,3,0.05,29
1503960366,70,20,4,2016,08:00:00,14,0.233333,264
1503960366,144,20,4,2016,09:00:00,50,0.833333,1993
1503960366,79,20,4,2016,10:00:00,13,0.216667,459
1503960366,58,20,4,2016,11:00:00,1,0.016667,65
1503960366,64,20,4,2016,12:00:00,8,0.133333,185
1503960366,61,20,4,2016,13:00:00,5,0.083333,64
1503960366,113,20,4,2016,14:00:00,39,0.65,1270
1503960366,97,20,4,2016,15:00:00,21,0.35,797
1503960366,70,20,4,2016,16:00:00,11,0.183333,261
1503960366,57,20,4,2016,17:00:00,2,0.033333,13
1503960366,114,20,4,2016,18:00:00,32,0.533333,1308
1503960366,117,20,4,2016,19:00:00,36,0.6,1558
1503960366,80,20,4,2016,20:00:00,12,0.2,499
1503960366,83,20,4,2016,21:00:00,22,0.366667,395
1503960366,62,20,4,2016,22:00:00,7,0.116667,77
1503960366,120,20,4,2016,23:00:00,33,0.55,1255
1503960366,54,21,4,2016,00:00:00,2,0.033333,17
1503960366,61,21,4,2016,01:00:00,8,0.133333,129
1503960366,55,21,4,2016,02:00:00,5,0.083333,81
1503960366,48,21,4,2016,03:00:00,0,0.0,0
1503960366,47,21,4,2016,04:00:00,0,0.0,0
1503960366,47,21,4,2016,05:00:00,0,0.0,0
1503960366,48,21,4,2016,06:00:00,0,0.0,0
1503960366,52,21,4,2016,07:00:00,3,0.05,38
1503960366,71,21,4,2016,08:00:00,15,0.25,245
1503960366,133,21,4,2016,09:00:00,26,0.433333,1672
1503960366,77,21,4,2016,10:00:00,16,0.266667,255
1503960366,55,21,4,2016,11:00:00,0,0.0,0
1503960366,73,21,4,2016,12:00:00,11,0.183333,384
1503960366,113,21,4,2016,13:00:00,25,0.416667,1140
1503960366,58,21,4,2016,14:00:00,2,0.033333,12
1503960366,68,21,4,2016,15:00:00,8,0.133333,213
1503960366,60,21,4,2016,16:00:00,4,0.066667,26
1503960366,60,21,4,2016,17:00:00,5,0.083333,96
1503960366,69,21,4,2016,18:00:00,9,0.15,213
1503960366,64,21,4,2016,19:00:00,8,0.133333,100
1503960366,213,21,4,2016,20:00:00,92,1.533333,3541
1503960366,104,21,4,2016,21:00:00,21,0.35,970
1503960366,63,21,4,2016,22:00:00,9,0.15,89
1503960366,84,21,4,2016,23:00:00,15,0.25,598
1503960366,47,22,4,2016,00:00:00,0,0.0,0
1503960366,47,22,4,2016,01:00:00,0,0.0,0
1503960366,47,22,4,2016,02:00:00,0,0.0,0
1503960366,47,22,4,2016,03:00:00,0,0.0,0
1503960366,47,22,4,2016,04:00:00,0,0.0,0
1503960366,47,22,4,2016,05:00:00,0,0.0,0
1503960366,47,22,4,2016,06:00:00,0,0.0,0
1503960366,47,22,4,2016,07:00:00,0,0.0,0
1503960366,47,22,4,2016,08:00:00,0,0.0,0
1503960366,65,22,4,2016,09:00:00,13,0.216667,192
1503960366,54,22,4,2016,10:00:00,2,0.033333,29
1503960366,102,22,4,2016,11:00:00,34,0.566667,958
1503960366,57,22,4,2016,12:00:00,2,0.033333,38
1503960366,60,22,4,2016,13:00:00,4,0.066667,118
1503960366,54,22,4,2016,14:00:00,0,0.0,0
1503960366,66,22,4,2016,15:00:00,10,0.166667,180
1503960366,58,22,4,2016,16:00:00,4,0.066667,22
1503960366,104,22,4,2016,17:00:00,18,0.3,1041
1503960366,87,22,4,2016,18:00:00,23,0.383333,514
1503960366,82,22,4,2016,19:00:00,16,0.266667,629
1503960366,71,22,4,2016,20:00:00,13,0.216667,329
1503960366,311,22,4,2016,21:00:00,159,2.65,5934
1503960366,95,22,4,2016,22:00:00,30,0.5,855
1503960366,136,22,4,2016,23:00:00,54,0.9,1925
1503960366,63,23,4,2016,00:00:00,9,0.15,182
1503960366,47,23,4,2016,01:00:00,0,0.0,0
1503960366,49,23,4,2016,02:00:00,1,0.016667,11
1503960366,47,23,4,2016,03:00:00,0,0.0,0
1503960366,47,23,4,2016,04:00:00,0,0.0,0
1503960366,48,23,4,2016,05:00:00,0,0.0,0
1503960366,50,23,4,2016,06:00:00,2,0.033333,12
1503960366,48,23,4,2016,07:00:00,0,0.0,0
1503960366,59,23,4,2016,08:00:00,8,0.133333,127
1503960366,75,23,4,2016,09:00:00,17,0.283333,285
1503960366,56,23,4,2016,10:00:00,4,0.066667,49
1503960366,84,23,4,2016,11:00:00,11,0.183333,703
1503960366,129,23,4,2016,12:00:00,49,0.816667,1597
1503960366,129,23,4,2016,13:00:00,51,0.85,1453
1503960366,78,23,4,2016,14:00:00,20,0.333333,202
1503960366,73,23,4,2016,15:00:00,15,0.25,158
1503960366,140,23,4,2016,16:00:00,52,0.866667,2008
1503960366,121,23,4,2016,17:00:00,26,0.433333,1472
1503960366,173,23,4,2016,18:00:00,66,1.1,2569
1503960366,51,23,4,2016,19:00:00,2,0.033333,29
1503960366,63,23,4,2016,20:00:00,9,0.15,142
1503960366,162,23,4,2016,21:00:00,54,0.9,2432
1503960366,96,23,4,2016,22:00:00,25,0.416667,709
1503960366,60,23,4,2016,23:00:00,6,0.1,231
1503960366,66,24,4,2016,00:00:00,10,0.166667,141
1503960366,54,24,4,2016,01:00:00,2,0.033333,42
1503960366,48,24,4,2016,02:00:00,0,0.0,0
1503960366,48,24,4,2016,03:00:00,0,0.0,0
1503960366,49,24,4,2016,04:00:00,1,0.016667,8
1503960366,48,24,4,2016,05:00:00,0,0.0,0
1503960366,49,24,4,2016,06:00:00,1,0.016667,7
1503960366,47,24,4,2016,07:00:00,0,0.0,0
1503960366,49,24,4,2016,08:00:00,1,0.016667,8
1503960366,59,24,4,2016,09:00:00,8,0.133333,76
1503960366,90,24,4,2016,10:00:00,26,0.433333,492
1503960366,67,24,4,2016,11:00:00,12,0.2,149
1503960366,82,24,4,2016,12:00:00,12,0.2,548
1503960366,74,24,4,2016,13:00:00,12,0.2,394
1503960366,52,24,4,2016,14:00:00,1,0.016667,26
1503960366,52,24,4,2016,15:00:00,2,0.033333,27
1503960366,102,24,4,2016,16:00:00,29,0.483333,885
1503960366,86,24,4,2016,17:00:00,25,0.416667,411
1503960366,115,24,4,2016,18:00:00,40,0.666667,911
1503960366,270,24,4,2016,19:00:00,131,2.183333,4871
1503960366,76,24,4,2016,20:00:00,18,0.3,342
1503960366,74,24,4,2016,21:00:00,17,0.283333,244
1503960366,61,24,4,2016,22:00:00,7,0.116667,66
1503960366,72,24,4,2016,23:00:00,10,0.166667,391
1503960366,62,25,4,2016,00:00:00,8,0.133333,95
1503960366,53,25,4,2016,01:00:00,3,0.05,22
1503960366,57,25,4,2016,02:00:00,6,0.1,97
1503960366,47,25,4,2016,03:00:00,0,0.0,0
1503960366,50,25,4,2016,04:00:00,2,0.033333,25
1503960366,49,25,4,2016,05:00:00,1,0.016667,4
1503960366,47,25,4,2016,06:00:00,0,0.0,0
1503960366,52,25,4,2016,07:00:00,3,0.05,44
1503960366,83,25,4,2016,08:00:00,22,0.366667,426
1503960366,146,25,4,2016,09:00:00,46,0.766667,2041
1503960366,73,25,4,2016,10:00:00,12,0.2,258
1503960366,121,25,4,2016,11:00:00,24,0.4,1468
1503960366,92,25,4,2016,12:00:00,19,0.316667,707
1503960366,75,25,4,2016,13:00:00,13,0.216667,299
1503960366,62,25,4,2016,14:00:00,5,0.083333,94
1503960366,76,25,4,2016,15:00:00,13,0.216667,359
1503960366,71,25,4,2016,16:00:00,10,0.166667,263
1503960366,67,25,4,2016,17:00:00,8,0.133333,188
1503960366,61,25,4,2016,18:00:00,6,0.1,116
1503960366,182,25,4,2016,19:00:00,86,1.433333,2815
1503960366,95,25,4,2016,20:00:00,30,0.5,895
1503960366,267,25,4,2016,21:00:00,132,2.2,4895
1503960366,68,25,4,2016,22:00:00,11,0.183333,188
1503960366,54,25,4,2016,23:00:00,3,0.05,56
1503960366,56,26,4,2016,00:00:00,4,0.066667,101
1503960366,66,26,4,2016,01:00:00,11,0.183333,178
1503960366,51,26,4,2016,02:00:00,0,0.0,0
1503960366,64,26,4,2016,03:00:00,11,0.183333,145
1503960366,48,26,4,2016,04:00:00,0,0.0,0
1503960366,49,26,4,2016,05:00:00,1,0.016667,7
1503960366,48,26,4,2016,06:00:00,0,0.0,0
1503960366,52,26,4,2016,07:00:00,3,0.05,28
1503960366,67,26,4,2016,08:00:00,13,0.216667,173
1503960366,139,26,4,2016,09:00:00,31,0.516667,1826
1503960366,92,26,4,2016,10:00:00,22,0.366667,666
1503960366,78,26,4,2016,11:00:00,17,0.283333,266
1503960366,74,26,4,2016,12:00:00,10,0.166667,415
1503960366,126,26,4,2016,13:00:00,42,0.7,1571
1503960366,142,26,4,2016,14:00:00,60,1.0,1998
1503960366,74,26,4,2016,15:00:00,9,0.15,323
1503960366,93,26,4,2016,16:00:00,22,0.366667,697
1503960366,60,26,4,2016,17:00:00,5,0.083333,143
1503960366,169,26,4,2016,18:00:00,72,1.2,2513
1503960366,73,26,4,2016,19:00:00,15,0.25,148
1503960366,127,26,4,2016,20:00:00,26,0.433333,1649
1503960366,79,26,4,2016,21:00:00,14,0.233333,450
1503960366,66,26,4,2016,22:00:00,9,0.15,148
1503960366,80,26,4,2016,23:00:00,21,0.35,310
1503960366,68,27,4,2016,00:00:00,10,0.166667,277
1503960366,59,27,4,2016,01:00:00,5,0.083333,60
1503960366,53,27,4,2016,02:00:00,2,0.033333,17
1503960366,47,27,4,2016,03:00:00,0,0.0,0
1503960366,47,27,4,2016,04:00:00,0,0.0,0
1503960366,47,27,4,2016,05:00:00,0,0.0,0
1503960366,47,27,4,2016,06:00:00,0,0.0,0
1503960366,47,27,4,2016,07:00:00,0,0.0,0
1503960366,47,27,4,2016,08:00:00,0,0.0,0
1503960366,149,27,4,2016,09:00:00,33,0.55,1916
1503960366,93,27,4,2016,10:00:00,27,0.45,502
1503960366,100,27,4,2016,11:00:00,23,0.383333,797
1503960366,89,27,4,2016,12:00:00,12,0.2,701
1503960366,76,27,4,2016,13:00:00,13,0.216667,319
1503960366,150,27,4,2016,14:00:00,35,0.583333,1932
1503960366,63,27,4,2016,15:00:00,6,0.1,59
1503960366,64,27,4,2016,16:00:00,7,0.116667,98
1503960366,73,27,4,2016,17:00:00,13,0.216667,261
1503960366,178,27,4,2016,18:00:00,73,1.216667,2714
1503960366,318,27,4,2016,19:00:00,150,2.5,5786
1503960366,174,27,4,2016,20:00:00,70,1.166667,2420
1503960366,76,27,4,2016,21:00:00,20,0.333333,266
1503960366,47,27,4,2016,22:00:00,0,0.0,0
1503960366,47,27,4,2016,23:00:00,0,0.0,0
1503960366,47,28,4,2016,00:00:00,0,0.0,0
1503960366,62,28,4,2016,01:00:00,10,0.166667,127
1503960366,48,28,4,2016,02:00:00,0,0.0,0
1503960366,47,28,4,2016,03:00:00,0,0.0,0
1503960366,48,28,4,2016,04:00:00,0,0.0,0
1503960366,47,28,4,2016,05:00:00,0,0.0,0
1503960366,48,28,4,2016,06:00:00,0,0.0,0
1503960366,49,28,4,2016,07:00:00,1,0.016667,14
1503960366,63,28,4,2016,08:00:00,11,0.183333,128
1503960366,116,28,4,2016,09:00:00,38,0.633333,1192
1503960366,105,28,4,2016,10:00:00,19,0.316667,987
1503960366,73,28,4,2016,11:00:00,10,0.166667,288
1503960366,78,28,4,2016,12:00:00,16,0.266667,317
1503960366,108,28,4,2016,13:00:00,33,0.55,1144
1503960366,124,28,4,2016,14:00:00,47,0.783333,1512
1503960366,61,28,4,2016,15:00:00,5,0.083333,115
1503960366,81,28,4,2016,16:00:00,10,0.166667,554
1503960366,72,28,4,2016,17:00:00,11,0.183333,235
1503960366,138,28,4,2016,18:00:00,56,0.933333,1829
1503960366,56,28,4,2016,19:00:00,1,0.016667,13
1503960366,151,28,4,2016,20:00:00,50,0.833333,2122
1503960366,103,28,4,2016,21:00:00,21,0.35,986
1503960366,55,28,4,2016,22:00:00,2,0.033333,16
1503960366,121,28,4,2016,23:00:00,48,0.8,1512
1503960366,65,29,4,2016,00:00:00,9,0.15,202
1503960366,49,29,4,2016,01:00:00,0,0.0,0
1503960366,54,29,4,2016,02:00:00,4,0.066667,71
1503960366,47,29,4,2016,03:00:00,0,0.0,0
1503960366,47,29,4,2016,04:00:00,0,0.0,0
1503960366,48,29,4,2016,05:00:00,0,0.0,0
1503960366,47,29,4,2016,06:00:00,0,0.0,0
1503960366,52,29,4,2016,07:00:00,3,0.05,27
1503960366,67,29,4,2016,08:00:00,13,0.216667,201
1503960366,142,29,4,2016,09:00:00,33,0.55,1820
1503960366,60,29,4,2016,10:00:00,4,0.066667,44
1503960366,60,29,4,2016,11:00:00,4,0.066667,104
1503960366,65,29,4,2016,12:00:00,6,0.1,214
1503960366,62,29,4,2016,13:00:00,6,0.1,41
1503960366,136,29,4,2016,14:00:00,56,0.933333,1711
1503960366,110,29,4,2016,15:00:00,23,0.383333,1076
1503960366,73,29,4,2016,16:00:00,10,0.166667,285
1503960366,75,29,4,2016,17:00:00,9,0.15,380
1503960366,60,29,4,2016,18:00:00,5,0.083333,118
1503960366,71,29,4,2016,19:00:00,11,0.183333,267
1503960366,80,29,4,2016,20:00:00,16,0.266667,386
1503960366,118,29,4,2016,21:00:00,20,0.333333,1366
1503960366,111,29,4,2016,22:00:00,27,0.45,1111
1503960366,140,29,4,2016,23:00:00,56,0.933333,1757
1503960366,51,30,4,2016,00:00:00,1,0.016667,19
1503960366,57,30,4,2016,01:00:00,7,0.116667,65
1503960366,47,30,4,2016,02:00:00,0,0.0,0
1503960366,49,30,4,2016,03:00:00,1,0.016667,6
1503960366,47,30,4,2016,04:00:00,0,0.0,0
1503960366,48,30,4,2016,05:00:00,0,0.0,0
1503960366,48,30,4,2016,06:00:00,0,0.0,0
1503960366,48,30,4,2016,07:00:00,0,0.0,0
1503960366,52,30,4,2016,08:00:00,3,0.05,60
1503960366,64,30,4,2016,09:00:00,11,0.183333,148
1503960366,72,30,4,2016,10:00:00,17,0.283333,239
1503960366,62,30,4,2016,11:00:00,7,0.116667,127
1503960366,58,30,4,2016,12:00:00,4,0.066667,92
1503960366,65,30,4,2016,13:00:00,11,0.183333,141
1503960366,85,30,4,2016,14:00:00,22,0.366667,520
1503960366,94,30,4,2016,15:00:00,26,0.433333,993
1503960366,203,30,4,2016,16:00:00,99,1.65,3388
1503960366,160,30,4,2016,17:00:00,55,0.916667,2176
1503960366,159,30,4,2016,18:00:00,71,1.183333,2319
1503960366,60,30,4,2016,19:00:00,4,0.066667,92
1503960366,62,30,4,2016,20:00:00,5,0.083333,117
1503960366,96,30,4,2016,21:00:00,22,0.366667,840
1503960366,144,30,4,2016,22:00:00,47,0.783333,2139
1503960366,116,30,4,2016,23:00:00,28,0.466667,1192
1503960366,64,1,5,2016,00:00:00,9,0.15,247
1503960366,60,1,5,2016,01:00:00,8,0.133333,59
1503960366,50,1,5,2016,02:00:00,2,0.033333,36
1503960366,48,1,5,2016,03:00:00,1,0.016667,4
1503960366,47,1,5,2016,04:00:00,0,0.0,0
1503960366,48,1,5,2016,05:00:00,0,0.0,0
1503960366,47,1,5,2016,06:00:00,0,0.0,0
1503960366,52,1,5,2016,07:00:00,3,0.05,41
1503960366,56,1,5,2016,08:00:00,6,0.1,94
1503960366,67,1,5,2016,09:00:00,12,0.2,198
1503960366,61,1,5,2016,10:00:00,6,0.1,146
1503960366,65,1,5,2016,11:00:00,10,0.166667,103
1503960366,66,1,5,2016,12:00:00,10,0.166667,130
1503960366,57,1,5,2016,13:00:00,5,0.083333,85
1503960366,91,1,5,2016,14:00:00,25,0.416667,540
1503960366,81,1,5,2016,15:00:00,21,0.35,294
1503960366,97,1,5,2016,16:00:00,23,0.383333,823
1503960366,108,1,5,2016,17:00:00,33,0.55,1053
1503960366,159,1,5,2016,18:00:00,70,1.166667,2007
1503960366,71,1,5,2016,19:00:00,14,0.233333,177
1503960366,59,1,5,2016,20:00:00,6,0.1,93
1503960366,86,1,5,2016,21:00:00,25,0.416667,363
1503960366,127,1,5,2016,22:00:00,50,0.833333,1552
1503960366,161,1,5,2016,23:00:00,76,1.266667,2557
1503960366,50,2,5,2016,00:00:00,0,0.0,0
1503960366,59,2,5,2016,01:00:00,7,0.116667,119
1503960366,47,2,5,2016,02:00:00,0,0.0,0
1503960366,49,2,5,2016,03:00:00,1,0.016667,21
1503960366,47,2,5,2016,04:00:00,0,0.0,0
